# Seed CSV: /Users/angelobaricante/CS-Thesis-Model-Training/seeds/prng_seeds.csv
# NOTE: A2C Training - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
293,150000,4722055102353018575,182.00,500,0,181.61,500.0,0.0,157
294,150000,9416705256328773456,178.74,500,0,181.41,500.0,0.0,157
295,150000,18209816042987392921,169.72,500,0,181.20,500.0,0.0,157
296,150000,12249684362543296198,189.85,500,0,181.20,500.0,0.0,157
297,150000,18439256158492860165,185.55,500,0,181.07,500.0,0.0,157
298,150000,3434422392642176074,176.95,500,0,181.00,500.0,0.0,157
299,150000,13288998900360654768,185.55,500,0,181.02,500.0,0.0,157
300,150000,6485551435170465117,182.70,500,0,180.91,500.0,0.0,157
301,155568,5422312673772011359,203.05,500,0,181.13,500.0,0.0,157
302,156000,14536681912956203809,171.91,500,0,181.03,500.0,0.0,158
303,156000,4313685519905263040,172.65,500,0,180.70,500.0,0.0,158
304,156000,12791249090344812902,199.05,500,0,180.51,500.0,0.0,158
305,156000,16271330311358250483,166.46,500,0,179.98,500.0,0.0,158
306,156000,16216597592657657882,190.45,500,0,180.02,500.0,0.0,158
307,156000,15166214502129994831,178.40,500,0,183.26,500.0,0.0,158
308,156000,3950739390256855190,203.65,500,0,184.15,500.0,0.0,158
309,156000,15572436679927626994,191.30,500,0,184.12,500.0,0.0,158
310,156000,12100722552882805080,170.46,500,0,184.03,500.0,0.0,158
311,156000,15003482508471731330,169.72,500,0,184.45,500.0,0.0,158
312,156000,13234536202907338590,203.37,500,0,184.34,500.0,0.0,158
313,161568,13148765069588439864,174.10,500,0,184.05,500.0,0.0,158
314,162000,12091196078552409793,187.00,500,0,183.90,500.0,0.0,159
315,162000,5824028846621853768,197.71,500,0,184.04,500.0,0.0,159
316,162000,15876696128150197177,174.10,500,0,184.81,500.0,0.0,159
317,162000,16643051670238393758,177.55,500,0,184.78,500.0,0.0,159
318,162000,13750942603707172542,179.06,500,0,184.90,500.0,0.0,159
319,162000,8323620824426157167,185.41,500,0,185.07,500.0,0.0,159
320,162000,12974784844508741856,176.95,500,0,185.03,500.0,0.0,159
321,162000,3946675017130034155,196.86,500,0,185.34,500.0,0.0,159
322,162000,10235953528359856589,175.36,500,0,185.39,500.0,0.0,159
323,162000,7831641672757584953,179.00,500,0,185.68,500.0,0.0,159
324,162000,7530588993633936101,189.11,500,0,185.94,500.0,0.0,159
325,167568,15569156720587463771,202.75,500,0,186.58,500.0,0.0,159
326,168000,9870234556104096524,172.65,500,0,186.24,500.0,0.0,160
327,168000,18384100725568250946,168.13,500,0,186.28,500.0,0.0,160
328,168000,16758003372029569070,191.30,500,0,185.95,500.0,0.0,160
329,168000,7123441938980902944,174.10,500,0,185.60,500.0,0.0,160
330,168000,1123201832056615056,189.11,500,0,185.18,500.0,0.0,160
331,168000,9827564118592775222,174.10,500,0,185.11,500.0,0.0,160
332,168000,4949356209468868854,209.66,500,0,185.51,500.0,0.0,160
333,168000,14563005126951685001,191.86,500,0,185.67,500.0,0.0,160
334,168000,16499621993911982051,185.55,500,0,185.50,500.0,0.0,160
335,168000,17029012220414423703,206.11,500,0,185.74,500.0,0.0,160
336,168000,5088815643279426220,194.57,500,0,185.88,500.0,0.0,160
337,173568,1792464209987715186,177.44,500,0,185.42,500.0,0.0,160
338,174000,18037033607291490345,236.06,500,0,185.81,500.0,0.0,161
339,174000,15746410200712008351,203.25,500,0,186.17,500.0,0.0,161
340,174000,5958682710742231644,193.97,500,0,186.13,500.0,0.0,161
341,174000,13152133416350454799,187.52,500,0,186.01,500.0,0.0,161
342,174000,5956481133054387399,201.16,500,0,186.23,500.0,0.0,161
343,174000,5420683628343198450,190.42,500,0,186.02,500.0,0.0,161
344,174000,15922419184530991241,185.55,500,0,185.94,500.0,0.0,161
345,174000,18020233497698300673,197.16,500,0,186.03,500.0,0.0,161
346,174000,17338635869069036976,189.75,500,0,186.25,500.0,0.0,161
347,174000,13280943330434515189,216.95,500,0,186.63,500.0,0.0,161
